,id,retweet_count,favorite_count,lang
835,767754930266464257,6221,17814,en
836,767500508068192258,2688,8295,en
837,767191397493538821,4406,13643,en
838,767122157629476866,3261,11227,en
839,766864461642756096,6521,0,en
840,766793450729734144,1565,5650,en
841,766714921925144576,438,2872,en
842,766693177336135680,918,4484,en
843,766423258543644672,1825,6671,en
844,766313316352462849,2166,7493,en
845,766078092750233600,2970,0,en
846,766069199026450432,1003,4765,en
847,766008592277377025,571,4149,en
848,765719909049503744,2475,8021,en
849,765669560888528897,1407,5760,en
850,765395769549590528,3127,20539,en
851,765371061932261376,2475,7842,en
852,765222098633691136,3914,12902,en
853,764857477905154048,2029,7099,en
854,764259802650378240,1745,6718,en
855,763956972077010945,61,812,en
856,763837565564780549,4858,14041,en
857,763183847194451968,1702,6004,en
858,763167063695355904,3484,0,en
859,763103485927849985,2602,8163,en
860,762699858130116608,4190,13518,en
861,762471784394268675,7612,12571,en
862,762464539388485633,4839,11503,en
863,762316489655476224,1298,5350,en
864,762035686371364864,17919,35400,en
865,761976711479193600,2310,5992,en
866,761750502866649088,4535,0,en
867,761745352076779520,979,4707,en
868,761672994376806400,33421,55016,in
869,761599872357261312,1336,4578,en
870,761371037149827077,20500,0,en
871,761334018830917632,1669,5792,en
872,761292947749015552,1265,4957,en
873,761227390836215808,1775,5908,en
874,761004547850530816,3952,12482,en
875,760893934457552897,1104,4228,en
876,760656994973933572,2210,7343,en
877,760641137271070720,1481,5485,en
878,760539183865880579,4168,8399,en
879,760521673607086080,1608,4681,en
880,760290219849637889,13140,29618,en
881,760252756032651264,995,4338,en
882,760190180481531904,2079,6334,en
883,760153949710192640,38,0,en
884,759943073749200896,2382,6581,en
885,759923798737051648,6521,16284,en
886,759846353224826880,2265,7433,en
887,759793422261743616,2173,6620,en
888,759566828574212096,24319,0,en
889,759557299618865152,1341,5202,en
890,759447681597108224,2827,9418,en
891,759446261539934208,561,1846,en
892,759197388317847553,2221,6725,en
893,759159934323924993,1359,0,en
894,759099523532779520,4813,16101,en
895,759047813560868866,2302,7227,en
896,758854675097526272,1027,3904,en
897,758828659922702336,4376,12376,en
898,758740312047005698,1824,6339,en
899,758474966123810816,1132,4227,en
900,758467244762497024,2539,5316,en
901,758405701903519748,2204,5756,en
902,758355060040593408,1245,3797,en
903,758099635764359168,11550,21302,en
904,758041019896193024,433,3001,en
905,757741869644341248,3710,7613,en
906,757729163776290825,9299,0,en
907,757725642876129280,1391,5022,en
908,757611664640446465,1272,5026,en
909,757597904299253760,336,0,en
910,757596066325864448,1219,4808,en
911,757400162377592832,7759,16743,en
912,757393109802180609,2009,6462,en
913,757354760399941633,1637,4995,en
914,756998049151549440,2271,6923,en
915,756939218950160384,2295,7342,en
916,756651752796094464,1511,5612,en
917,756526248105566208,4169,11506,en
918,756303284449767430,1231,4359,en
919,756288534030475264,15071,28519,en
920,756275833623502848,1738,7114,en
921,755955933503782912,3285,8092,en
922,755206590534418437,6148,18212,en
923,755110668769038337,12621,23446,en
924,754874841593970688,9193,0,en
925,754856583969079297,2870,7616,en
926,754747087846248448,591,2854,en
927,754482103782404096,2220,5852,en
928,754449512966619136,846,4147,en
929,754120377874386944,2670,8655,en
930,754011816964026368,4079,9726,en
931,753655901052166144,2492,6458,en
932,753420520834629632,4071,8731,en
933,753398408988139520,2186,6384,en
934,753375668877008896,2655,8411,en
935,753298634498793472,6620,0,en
936,753294487569522689,1191,3758,en
937,753039830821511168,24013,41080,en
938,753026973505581056,1109,4283,en
939,752932432744185856,7798,13970,en
940,752917284578922496,1790,7592,en
941,752701944171524096,3291,0,en
942,752682090207055872,1846,6642,en
943,752660715232722944,1794,4878,en
944,752568224206688256,2605,6140,en
945,752519690950500352,3917,8157,en
946,752334515931054080,1263,4238,en
947,752309394570878976,18963,0,en
948,752173152931807232,2106,6569,en
949,751950017322246144,1060,3415,en
950,751937170840121344,1530,5770,en
951,751830394383790080,2227,6428,en
952,751793661361422336,3320,6479,en
953,751598357617971201,3440,8699,en
954,751583847268179968,1265,4849,en
955,751538714308972544,1445,5547,en
956,751456908746354688,1127,3516,en
957,751251247299190784,6695,13791,en
958,751205363882532864,2086,6948,en
959,751132876104687617,1480,5610,en
960,750868782890057730,1595,5306,en
961,750719632563142656,5747,14621,en
962,750506206503038976,1316,4934,en
963,750429297815552001,4947,14569,en
964,750383411068534784,1309,5005,en
965,750381685133418496,39,758,en
966,750147208377409536,1095,3409,en
967,750132105863102464,1440,3990,en
968,750117059602808832,1466,4740,en
969,750101899009982464,959,3344,en
970,750086836815486976,613,2383,en
971,750071704093859840,3802,8653,en
972,750056684286914561,1011,3444,en
973,750041628174217216,703,3502,en
974,750026558547456000,888,2986,en
975,750011400160841729,1035,3568,en
976,749996283729883136,919,3331,en
977,749981277374128128,2772,5569,en
978,749774190421639168,1493,5114,en
979,749417653287129088,1904,6721,en
980,749403093750648834,622,2892,eu
981,749395845976588288,3951,9488,en
982,749317047558017024,2509,6076,en
983,749075273010798592,2360,6353,en
984,749064354620928000,1714,5277,en
985,749036806121881602,896,3425,en
986,748977405889503236,3759,11235,en
987,748932637671223296,2564,6461,en
988,748705597323898880,1067,3047,en
989,748699167502000129,1814,5213,en
990,748692773788876800,1504,4659,en
991,748575535303884801,2272,6696,en
992,748568946752774144,776,2411,en
993,748346686624440324,1413,5735,en
994,748337862848962560,4701,8462,en
995,748324050481647620,867,4078,en
996,748307329658011649,810,4027,en
997,748220828303695873,8825,15549,en
998,747963614829678593,2444,6397,en
999,747933425676525569,2894,7310,en
1000,747885874273214464,1116,3243,en
1001,747844099428986880,851,3084,en
1002,747816857231626240,1316,5346,en
1003,747651430853525504,179,1520,en
1004,747648653817413632,6614,14182,en
1005,747600769478692864,619,2545,en
1006,747594051852075008,1205,4065,en
1007,747512671126323200,1803,6110,en
1008,747461612269887489,1169,4249,en
1009,747439450712596480,2184,5965,en
1010,747242308580548608,3257,0,en
1011,747219827526344708,1791,5792,en
1012,747204161125646336,1038,3722,en
1013,747103485104099331,4548,10534,en
1014,746906459439529985,336,3168,en
1015,746872823977771008,2429,6593,en
1016,746818907684614144,1944,5807,en
1017,746790600704425984,1806,5345,en
1018,746757706116112384,4432,10520,en
1019,746726898085036033,2037,6648,en
1020,746542875601690625,2104,5520,en
1021,746521445350707200,1110,0,en
1022,746507379341139972,1226,5094,en
1023,746369468511756288,1854,6637,en
1024,746131877086527488,2511,7565,en
1025,746056683365994496,931,3904,en
1026,745789745784041472,1207,4437,en
1027,745712589599014916,2636,7652,en
1028,745433870967832576,2894,7824,en
1029,745422732645535745,2768,9412,en
1030,745314880350101504,3131,7863,en
1031,745074613265149952,3976,8605,en
1032,745057283344719872,2585,7945,en
1033,744995568523612160,716,3277,en
1034,744971049620602880,3042,8652,en
1035,744709971296780288,1771,6150,en
1036,744334592493166593,2412,7443,en
1037,744234799360020481,79515,131075,en
1038,744223424764059648,424,1868,en
1039,743980027717509120,1231,4551,en
1040,743895849529389061,1087,3999,en
1041,743835915802583040,2387,0,en
1042,743609206067040256,1560,4917,en
1043,743595368194129920,7445,20275,en
1044,743545585370791937,1066,3863,en
1045,743510151680958465,4185,8671,en
1046,743253157753532416,1366,4624,en
1047,743222593470234624,2164,6792,en
1048,743210557239623680,1560,4215,en
1049,742534281772302336,4011,7744,en
1050,742528092657332225,2245,4878,en
1051,742465774154047488,4382,7916,en
1052,742423170473463808,4319,10812,en
1053,742385895052087300,2266,7457,en
1054,742161199639494656,1547,4743,en
1055,742150209887731712,1783,5661,en
1056,741793263812808706,1698,4982,en
1057,741743634094141440,3144,8945,en
1058,741438259667034112,937,4026,en
1059,741303864243200000,3650,9631,en
1060,741099773336379392,6247,10997,en
1061,741067306818797568,3520,10342,en
1062,740995100998766593,3154,7018,en
1063,740711788199743490,1062,3736,en
1064,740699697422163968,888,3101,en
1065,740676976021798912,7724,19881,en
1066,740373189193256964,9220,20648,en
1067,740365076218183684,495,2727,en
1068,740359016048689152,967,3610,en
1069,740214038584557568,2220,7335,en
1070,739979191639244800,6719,21898,en
1071,739932936087216128,1217,4443,en
1072,739844404073074688,966,4138,en
1073,739623569819336705,1547,4185,en
1074,739606147276148736,1876,5897,en
1075,739544079319588864,24319,43694,en
1076,739485634323156992,3309,7887,en
1077,739238157791694849,52360,75163,en
1078,738891149612572673,6,115,und
1079,738885046782832640,1283,4127,en
1080,738883359779196928,917,3661,en
1081,738537504001953792,1759,5575,en
1082,738402415918125056,955,3599,en
1083,738184450748633089,1360,4727,en
1084,738166403467907072,3828,9635,en
1085,738156290900254721,748,2768,en
1086,737826014890496000,2006,5757,en
1087,737800304142471168,3904,10943,en
1088,737678689543020544,1509,5528,en
1089,737445876994609152,5048,11302,en
1090,737322739594330112,907,3953,en
1091,737310737551491075,8329,16040,en
1092,736736130620620800,1972,4736,en
1093,736392552031657984,8407,19450,en
1094,736365877722001409,1408,4367,en
1095,736225175608430592,3115,8901,en
1096,736010884653420544,3355,8652,en
1097,735991953473572864,1283,3934,en
1098,735648611367784448,1237,4397,en
1099,735635087207878657,2659,6776,en
1100,735274964362878976,4707,9629,en
1101,735256018284875776,993,3675,en
1102,735137028879360001,1092,3428,en
1103,734912297295085568,572,2993,en
1104,734787690684657664,7102,13745,en
1105,734776360183431168,608,2742,en
1106,734559631394082816,451,1646,en
1107,733828123016450049,881,3926,en
1108,733822306246479872,1141,4015,en
1109,733482008106668032,1065,3438,en
1110,733460102733135873,1451,4605,en
1111,733109485275860992,17621,44619,en
1112,732732193018155009,599,2671,en
1113,732726085725589504,1003,3855,en
1114,732585889486888962,868,4016,en
1115,732375214819057664,2838,8832,en
1116,732005617171337216,6154,16324,en
1117,731285275100512256,1090,3798,en
1118,731156023742988288,1434,4196,en
1119,730924654643314689,2234,6682,en
1120,730573383004487680,2435,5407,en
1121,730427201120833536,1176,3809,en
1122,730211855403241472,1182,4180,en
1123,730196704625098752,2172,5339,en
1124,729854734790754305,1268,4396,en
1125,729838605770891264,431,1856,en
1126,729823566028484608,1390,4358,en
1127,729463711119904772,2586,6340,en
1128,729113531270991872,370,2054,en
1129,728986383096946689,917,3460,en
1130,728760639972315136,1911,5090,en
1131,728751179681943552,757,3032,en
1132,728653952833728512,1169,3620,en
1133,728409960103686147,2269,5383,en
1134,728387165835677696,1075,3999,en
1135,728046963732717569,1328,4722,en
1136,728035342121635841,1872,4953,en
1137,728015554473250816,1219,4479,en
1138,727685679342333952,720,3206,en
1139,727644517743104000,1962,6431,en
1140,727524757080539137,1379,4900,en
1141,727314416056803329,834,3623,en
1142,727286334147182592,920,3324,en
1143,727175381690781696,1540,4209,en
1144,727155742655025152,1490,3983,en
1145,726935089318363137,2738,7496,en
1146,726887082820554753,1677,4195,en
1147,726828223124897792,1124,3882,en
1148,726224900189511680,1302,4811,en
1149,725842289046749185,2970,7691,en
1150,725786712245440512,1527,4537,en
1151,725729321944506368,2009,5646,en
1152,725458796924002305,703,1541,en
1153,724983749226668032,1462,4040,en
1154,724771698126512129,725,2593,en
1155,724405726123311104,1847,5800,en
1156,724049859469295616,1984,4738,en
1157,724046343203856385,620,2901,en
1158,724004602748780546,1790,4561,en
1159,723912936180330496,1374,4236,en
1160,723688335806480385,3347,8435,en
1161,723673163800948736,1011,3291,en
1162,723179728551723008,2110,5761,en
1163,722974582966214656,1764,4493,en
1164,722613351520608256,1831,5393,en
1165,721503162398597120,2124,5086,en
1166,721001180231503872,686,2748,en
1167,720785406564900865,866,3400,en
1168,720775346191278080,760,2702,en
1169,720415127506415616,1681,4503,en
1170,720389942216527872,2840,6974,en
1171,720340705894408192,1098,3131,en
1172,720059472081784833,1268,4229,en
1173,720043174954147842,2253,5332,en
1174,719991154352222208,1979,5281,en
1175,719704490224398336,1645,4974,en
1176,719551379208073216,2192,5515,en
1177,719367763014393856,827,3022,en
1178,719339463458033665,1403,4822,en
1179,719332531645071360,1078,3711,en
1180,718971898235854848,1231,3818,en
1181,718939241951195136,1973,5720,en
1182,718631497683582976,9126,20697,en
1183,718613305783398402,542,2669,en
1184,718540630683709445,1137,2730,en
1185,718460005985447936,602,2846,en
1186,718454725339934721,1685,5320,en
1187,718246886998687744,565,2115,en
1188,718234618122661888,1127,4217,en
1189,717841801130979328,670,2660,en
1190,717790033953034240,1272,3170,en
1191,717537687239008257,2069,6281,en
1192,717428917016076293,510,1748,en
1193,717421804990701568,945,3446,en
1194,717047459982213120,2135,6826,en
1195,717009362452090881,1102,3583,en
1196,716802964044845056,1317,4627,en
1197,716791146589110272,1474,5204,en
1198,716730379797970944,475,1339,en
1199,716447146686459905,6643,14327,en
1200,716439118184652801,247,2574,en
1201,716285507865542656,1225,3041,en
1202,716080869887381504,1935,5272,en
1203,715928423106027520,987,3485,en
1204,715758151270801409,1596,4085,en
1205,715733265223708672,1920,5093,en
1206,715704790270025728,634,3055,en
1207,715696743237730304,1454,4257,en
1208,715680795826982913,1813,4719,en
1209,715360349751484417,1772,5955,en
1210,715342466308784130,768,3294,en
1211,715220193576927233,736,2630,en
1212,715200624753819648,2110,5578,en
1213,715009755312439296,1392,4550,en
1214,714982300363173890,1166,4094,en
1215,714962719905021952,4816,8028,en
1216,714957620017307648,1595,4503,en
1217,714631576617938945,1122,3571,en
1218,714606013974974464,1038,3938,en
1219,714485234495041536,1313,2962,en
1220,714258258790387713,808,3281,en
1221,714251586676113411,940,3570,en
1222,714214115368108032,990,2480,en
1223,714141408463036416,1569,4673,en
1224,713919462244790272,869,3564,en
1225,713909862279876608,616,2078,en
1226,713900603437621249,829,3062,en
1227,713761197720473600,1541,5308,en
1228,713411074226274305,1440,4802,en
1229,713177543487135744,3183,7854,en
1230,713175907180089344,1630,4851,en
1231,712809025985978368,7602,20378,en
1232,712717840512598017,5616,13474,en
1233,712668654853337088,1367,4531,en
1234,712438159032893441,1756,5799,en
1235,712309440758808576,26,269,en
1236,712097430750289920,1172,4144,en
1237,712092745624633345,1016,3211,en
1238,712085617388212225,556,3531,en
1239,712065007010385924,700,2451,en
1240,711998809858043904,138,0,en
1241,711968124745228288,2601,8776,en
1242,711743778164514816,1101,3095,en
1243,711732680602345472,4653,9756,en
1244,711694788429553666,20500,35865,en
1245,711652651650457602,1037,4228,en
1246,711363825979756544,1287,3996,en
1247,711306686208872448,819,3596,en
1248,711008018775851008,710,3275,en
1249,710997087345876993,1561,4960,en
1250,710844581445812225,779,2775,en
1251,710833117892898816,606,2937,en
1252,710658690886586372,636,2529,en
1253,710609963652087808,2624,5227,en
1254,710588934686908417,2107,4968,en
1255,710296729921429505,833,2574,en
1256,710283270106132480,580,2308,en
1257,710272297844797440,1425,4945,en
1258,710269109699739648,1257,2613,en
1259,710153181850935296,1006,3153,en
1260,710140971284037632,1008,3017,en
1261,710117014656950272,2233,5999,en
1262,709918798883774466,1215,3250,en
1263,709901256215666688,112,732,en
1264,709852847387627521,1336,3824,en
1265,709566166965075968,1367,3865,en
1266,709556954897764353,1204,3593,en
1267,709519240576036864,277,1620,en
1268,709449600415961088,665,2420,en
1269,709409458133323776,788,2855,en
1270,709225125749587968,647,2615,en
1271,709207347839836162,6567,13755,en
1272,709198395643068416,721,2634,en
1273,709179584944730112,763,2213,en
1274,709158332880297985,470,2236,en
1275,709042156699303936,1864,5197,en
1276,708853462201716736,745,1941,en
1277,708845821941387268,1015,3226,en
1278,708834316713893888,571,1860,en
1279,708810915978854401,7848,18036,en
1280,708738143638450176,917,2997,en
1281,708711088997666817,834,2790,en
1282,708479650088034305,765,2768,en
1283,708469915515297792,926,3357,en
1284,708400866336894977,11330,17516,en
1285,708356463048204288,1520,3929,en
1286,708349470027751425,831,2568,en
1287,708149363256774660,1727,4672,en
1288,708130923141795840,943,3707,en
1289,708119489313951744,1102,2937,en
1290,708109389455101952,610,2124,en
1291,708026248782585858,2166,4799,en
1292,707995814724026368,1273,3385,en
1293,707983188426153984,2,52,en
1294,707969809498152960,1097,2941,en
1295,707776935007539200,1079,3593,en
1296,707741517457260545,696,2718,en
1297,707738799544082433,2785,4495,en
1298,707693576495472641,1133,3765,en
1299,707629649552134146,997,2834,en
1300,707610948723478529,7236,18557,en
1301,707420581654872064,789,2499,en
1302,707411934438625280,673,2486,en
1303,707387676719185920,1490,3835,en
1304,707377100785885184,1214,3603,en
1305,707315916783140866,727,2698,en
1306,707297311098011648,903,3022,en
1307,707059547140169728,759,2796,en
1308,707038192327901184,900,2404,en
1309,707021089608753152,1540,4433,en
1310,707014260413456384,664,2502,en
1311,706904523814649856,8830,15961,en
1312,706901761596989440,680,2264,en
1313,706681918348251136,1103,3627,en
1314,706644897839910912,1224,2814,en
1315,706593038911545345,718,2363,en
1316,706538006853918722,1580,3778,en
1317,706516534877929472,1150,3404,en
1318,706346369204748288,1035,3768,en
1319,706310011488698368,9034,23443,en
1320,706291001778950144,522,1861,en
1321,706265994973601792,1030,2979,en
1322,706169069255446529,2511,4291,en
1323,706166467411222528,1819,5636,en
1324,706153300320784384,437,1632,en
1325,705975130514706432,842,3397,en
1326,705970349788291072,1008,3440,en
1327,705898680587526145,643,2597,en
1328,705786532653883392,596,2132,en
1329,705591895322394625,1308,3475,en
1330,705475953783398401,1045,3231,en
1331,705442520700944385,1859,4877,en
1332,705428427625635840,1931,4188,en
1333,705239209544720384,854,3290,en
1334,705223444686888960,900,2829,en
1335,705102439679201280,585,2342,en
1336,705066031337840642,683,2378,en
1337,704871453724954624,1245,4585,en
1338,704859558691414016,612,2462,en
1339,704847917308362754,1727,5594,en
1340,704819833553219584,1136,2906,en
1341,704761120771465216,3257,7283,en
1342,704499785726889984,1124,3212,en
1343,704491224099647488,97,840,es
1344,704480331685040129,1197,3723,en
1345,704364645503647744,3999,8804,en
1346,704347321748819968,393,1729,en
1347,704134088924532736,519,1653,en
1348,704113298707505153,629,2031,en
1349,704054845121142784,1028,3201,en
1350,703774238772166656,526,2020,en
1351,703769065844768768,1276,3621,en
1352,703631701117943808,772,2853,en
1353,703611486317502464,1709,4229,en
1354,703425003149250560,1559,4162,en
1355,703407252292673536,786,2685,en
1356,703382836347330562,1285,3837,en
1357,703356393781329922,429,2085,en
1358,703268521220972544,618,2152,en
1359,703079050210877440,3494,8064,en
1360,703041949650034688,14198,28996,en
1361,702932127499816960,811,2825,en
1362,702899151802126337,509,1772,en
1363,702684942141153280,1215,3516,en
1364,702671118226825216,634,2398,en
1365,702598099714314240,3712,11332,en
1366,702539513671897089,1091,3134,en
1367,702332542343577600,1755,3491,en
1368,702321140488925184,1156,3604,en
1369,702276748847800320,860,2706,en
1370,702217446468493312,1526,5268,en
1371,701981390485725185,1106,3755,en
1372,701952816642965504,1149,4167,en
1373,701889187134500865,1558,3905,en
1374,701805642395348998,1900,3752,en
1375,701601587219795968,523,2299,en
1376,701570477911896070,1055,3080,en
1377,701545186879471618,680,2902,en
1378,701214700881756160,5812,13475,en
1379,700890391244103680,653,2437,en
1380,700864154249383937,685,2828,en
1381,700847567345688576,558,2637,en
1382,700796979434098688,1085,2669,en
1383,700747788515020802,10673,25130,en
1384,700518061187723268,915,2887,en
1385,700505138482569216,646,2487,en
1386,700462010979500032,2031,4537,en
1387,700167517596164096,836,2903,en
1388,700151421916807169,754,2450,en
1389,700143752053182464,3129,8282,en
1390,700062718104104960,778,2890,en
1391,700029284593901568,661,2262,en
1392,700002074055016451,1529,3627,en
1393,699801817392291840,1088,3345,en
1394,699788877217865730,557,2458,en
1395,699779630832685056,1397,3039,en
1396,699775878809702401,690,2150,en
1397,699691744225525762,5174,11252,en
1398,699446877801091073,2938,6515,en
1399,699434518667751424,577,2384,en
1400,699423671849451520,383,1505,en
1401,699413908797464576,688,2258,en
1402,699370870310113280,497,2053,en
1403,699323444782047232,983,3466,en
1404,699088579889332224,715,2451,en
1405,699079609774645248,745,2677,en
1406,699072405256409088,1325,3296,en
1407,699060279947165696,2059,4173,en
1408,699036661657767936,1345,2863,en
1409,698989035503689728,1113,3701,en
1410,698953797952008193,1020,2975,en
1411,698907974262222848,699,2787,en
1412,698710712454139905,774,2710,en
1413,698703483621523456,425,1608,en
1414,698635131305795584,388,1400,en
1415,698549713696649216,704,2536,en
1416,698355670425473025,516,2046,en
1417,698342080612007937,1074,2485,en
1418,698262614669991936,2268,5214,en
1419,698195409219559425,6750,18408,en
1420,698178924120031232,830,3084,en
1421,697995514407682048,372,1665,en
1422,697990423684476929,1451,3592,en
1423,697943111201378304,776,2638,en
1424,697881462549430272,1337,3313,en
1425,697630435728322560,614,1909,en
1426,697616773278015490,1144,3467,en
1427,697596423848730625,1425,3306,en
1428,697575480820686848,572,2250,en
1429,697516214579523584,1282,2281,en
1430,697482927769255936,765,2662,en
1431,697463031882764288,1552,3748,en
1432,697270446429966336,2087,5131,en
1433,697259378236399616,1136,3611,en
1434,697255105972801536,1315,3316,en
1435,697242256848379904,751,2753,en
1436,696900204696625153,1156,3492,en
1437,696894894812565505,758,2594,en
1438,696886256886657024,2016,5317,en
1439,696877980375769088,802,2689,en
1440,696754882863349760,396,1615,en
1441,696744641916489729,1069,2293,en
1442,696713835009417216,757,2613,en
1443,696518437233913856,1887,4274,en
1444,696490539101908992,170,1339,en
1445,696488710901260288,1166,2788,en
1446,696405997980676096,1284,3531,en
1447,696100768806522880,750,2125,en
1448,695816827381944320,1320,3287,en
1449,695794761660297217,880,3490,en
1450,695767669421768709,854,2060,en
1451,695629776980148225,2377,5020,en
1452,695446424020918272,2026,4787,en
1453,695409464418041856,4017,9460,en
1454,695314793360662529,1675,4004,en
1455,695095422348574720,684,2888,en
1456,695074328191332352,1239,3116,en
1457,695064344191721472,685,1771,en
1458,695051054296211456,885,2918,en
1459,694925794720792577,1043,2965,en
1460,694905863685980160,1053,3046,en
1461,694669722378485760,13517,26068,en
1462,694356675654983680,328,1653,en
1463,694352839993344000,700,2244,en
1464,694342028726001664,557,1727,en
1465,694329668942569472,569,2203,en
1466,694206574471057408,2297,4582,en
1467,694183373896572928,1040,3236,en
1468,694001791655137281,1176,3705,en
1469,693993230313091072,457,2044,en
1470,693942351086120961,413,1896,en
1471,693647888581312512,673,2961,en
1472,693644216740769793,150,1473,en
1473,693642232151285760,472,2790,en
1474,693629975228977152,894,2685,en
1475,693622659251335168,422,1691,en
1476,693590843962331137,2233,5565,en
1477,693582294167244802,292,1802,en
1478,693486665285931008,698,1941,en
1479,693280720173801472,1403,3669,en
1480,693267061318012928,925,2622,en
1481,693262851218264065,568,2459,en
1482,693231807727280129,841,3133,en
1483,693155686491000832,3622,8668,en
1484,693109034023534592,695,1889,en
1485,693095443459342336,523,2056,en
1486,692919143163629568,838,2926,en
1487,692905862751522816,998,2683,en
1488,692901601640583168,682,1971,en
1489,692894228850999298,910,2511,en
1490,692828166163931137,998,3148,en
1491,692752401762250755,4124,7496,en
1492,692568918515392513,1737,4739,en
1493,692535307825213440,1529,3504,en
1494,692530551048294401,474,2021,en
1495,692423280028966913,265,1618,en
1496,692417313023332352,3917,10275,en
1497,692187005137076224,929,2768,en
1498,692158366030913536,896,2369,en
1499,692142790915014657,438,1798,en
1500,692041934689402880,1424,3724,en
1501,692017291282812928,1081,3153,en
1502,691820333922455552,1860,4329,en
1503,691793053716221953,4732,8910,en
1504,691756958957883396,1161,3179,en
1505,691675652215414786,577,2116,en
1506,691483041324204033,656,2608,en
1507,691459709405118465,1294,4449,en
1508,691444869282295808,955,2890,en
1509,691416866452082688,8689,21253,en
1510,691321916024623104,747,2828,en
1511,691096613310316544,1019,3253,en
1512,691090071332753408,385,1867,en
1513,690989312272396288,3282,6513,en
1514,690959652130045952,1421,3902,en
1515,690938899477221376,2245,4536,en
1516,690932576555528194,1143,3602,en
1517,690735892932222976,1442,4134,en
1518,690728923253055490,597,2384,en
1519,690690673629138944,898,2547,en
1520,690649993829576704,325,1435,en
1521,690607260360429569,19,313,und
1522,690597161306841088,681,2163,en
1523,690400367696297985,509,2041,en
1524,690374419777196032,972,3560,en
1525,690360449368465409,1006,2925,en
1526,690348396616552449,573,1644,en
1527,690248561355657216,477,1845,en
1528,690021994562220032,1180,3056,en
1529,690015576308211712,836,2740,en
1530,690005060500217858,1907,4004,en
1531,689999384604450816,424,1561,en
1532,689993469801164801,518,1618,en
1533,689977555533848577,502,1490,en
1534,689905486972461056,787,2651,en
1535,689877686181715968,1344,3323,en
1536,689835978131935233,850,2369,en
1537,689661964914655233,1052,3501,en
1538,689659372465688576,4412,11394,en
1539,689623661272240129,748,2467,en
1540,689599056876867584,6265,12795,en
1541,689557536375177216,519,2257,en
1542,689517482558820352,1609,3735,en
1543,689289219123089408,1056,2476,en
1544,689283819090870273,1250,3624,en
1545,689280876073582592,819,2197,en
1546,689275259254616065,285,1273,en
1547,689255633275777024,1212,2805,en
1548,689154315265683456,1128,3348,en
1549,689143371370250240,579,2232,en
1550,688916208532455424,983,3003,en
1551,688908934925697024,874,2310,en
1552,688898160958271489,890,2307,en
1553,688894073864884227,792,2462,en
1554,688828561667567616,420,1508,en
1555,688804835492233216,227,1043,en
1556,688789766343622656,759,2434,en
1557,688547210804498433,789,2862,en
1558,688519176466644993,825,2520,en
1559,688385280030670848,5035,10180,en
1560,688211956440801280,937,2426,en
1561,688179443353796608,669,2328,en
1562,688116655151435777,888,3093,en
1563,688064179421470721,408,1878,en
1564,687841446767013888,2872,6009,en
1565,687826841265172480,1292,2989,en
1566,687818504314159109,1080,2758,en
1567,687807801670897665,801,2625,en
1568,687732144991551489,750,1935,en
1569,687704180304273409,950,2660,en
1570,687664829264453632,576,2121,en
1571,687494652870668288,654,2104,en
1572,687480748861947905,281,1760,en
1573,687476254459715584,619,2187,en
1574,687460506001633280,614,2243,en
1575,687399393394311168,702,2081,en
1576,687317306314240000,10411,22073,en
1577,687312378585812992,2146,4777,en
1578,687127927494963200,2591,6004,en
1579,687124485711986689,577,2371,en
1580,687109925361856513,2803,6370,en
1581,687102708889812993,1124,2571,en
1582,687096057537363968,695,2449,en
1583,686947101016735744,3582,9433,en
1584,686760001961103360,1551,3852,en
1585,686749460672679938,1666,3812,en
1586,686730991906516992,1350,4543,en
1587,686683045143953408,912,3072,en
1588,686618349602762752,1544,4042,en
1589,686606069955735556,607,2071,en
1590,686394059078897668,769,1928,en
1591,686386521809772549,996,3553,en
1592,686377065986265092,637,2433,en
1593,686358356425093120,776,2398,en
1594,686286779679375361,1887,4392,en
1595,686050296934563840,836,2420,en
1596,686035780142297088,138,1274,en
1597,686034024800862208,1324,3424,en
1598,686007916130873345,472,2704,en
1599,686003207160610816,735,2009,en
1600,685973236358713344,611,2326,en
1601,685943807276412928,696,1801,en
1602,685906723014619143,3303,8277,en
1603,685681090388975616,140,2069,en
1604,685667379192414208,666,2579,en
1605,685663452032069632,1656,3557,en
1606,685641971164143616,885,3218,en
1607,685547936038666240,17465,35052,en
1608,685532292383666176,1298,3336,en
1609,685325112850124800,4535,10471,en
1610,685321586178670592,735,2910,en
1611,685315239903100929,1234,3676,en
1612,685307451701334016,496,2262,en
1613,685268753634967552,1371,3419,en
1614,685198997565345792,764,2566,en
1615,685169283572338688,1620,4489,en
1616,684969860808454144,421,2374,en
1617,684959798585110529,3487,7004,en
1618,684940049151070208,1191,3523,en
1619,684926975086034944,552,3849,en
1620,684914660081053696,1662,3848,en
1621,684902183876321280,605,2053,en
1622,684880619965411328,936,2305,en
1623,684830982659280897,24514,38551,en
1624,684800227459624960,1124,2979,en
1625,684594889858887680,4016,9843,en
1626,684588130326986752,1592,4489,en
1627,684567543613382656,1418,3312,en
1628,684538444857667585,1085,2915,en
1629,684481074559381504,1320,4249,en
1630,684460069371654144,628,2169,en
1631,684241637099323392,3727,8999,en
1632,684225744407494656,239,1369,en
1633,684222868335505415,1563,4225,en
1634,684200372118904832,1177,2394,en
1635,684195085588783105,595,2108,en
1636,684188786104872960,1343,3831,en
1637,684177701129875456,764,2215,en
